ra_deg	dec_deg	v_mag	b_v
202.42825	-23.28133	6.40	1.317
202.50034	7.17885	6.18	1.471
202.60718	-6.47026	6.10	0.341
202.76107	-39.40731	3.90	1.186
202.81570	42.10615	6.07	1.075
202.88820	-28.11274	6.48	0.090
202.99119	-6.25582	4.68	1.606
203.01170	-18.72888	6.01	0.196
203.02256	-38.39884	6.14	1.031
203.14361	-29.56526	6.45	0.438
203.14958	-28.69277	5.69	0.037
203.20090	24.34674	6.11	0.969
203.21517	-15.36301	5.52	1.228
203.24197	-10.16500	5.21	0.964
203.39947	-65.63269	6.36	-0.014
203.53044	55.34843	5.60	-0.014
203.53305	3.65897	4.92	0.029
203.59111	38.78927	6.37	0.241
203.61358	49.01597	4.68	0.132
203.62068	-48.27216	6.32	-0.052
203.66854	-13.21432	5.92	0.020
203.67330	-0.59582	3.38	0.114
203.67813	76.54671	6.46	1.573
203.68157	-33.31085	6.46	1.250
203.69920	37.18241	4.91	0.404
203.88040	-5.39619	5.70	0.950
203.88927	10.20496	6.48	1.043
204.16624	49.48665	6.48	1.175
204.20187	-26.49520	5.73	0.220
204.21071	-34.46784	6.48	1.026
204.24618	24.61330	5.72	1.593
204.27504	-44.14320	5.96	0.936
204.29579	71.24225	5.50	1.219
204.30160	-61.69186	5.63	0.493
204.34781	-46.42788	5.91	-0.110
204.36512	36.29490	4.82	0.239
204.53178	-58.41465	6.41	1.113
204.53287	14.30193	6.49	0.274
204.67528	-29.56087	5.81	0.431
204.69049	-70.44483	6.11	1.415
204.70396	-57.62272	6.00	1.138
204.75952	18.26532	6.46	1.217
204.79999	-75.68379	6.32	-0.003
204.81212	51.80421	6.49	1.378
204.87687	52.92121	5.46	0.113
204.89424	10.74627	5.57	0.348
204.92018	-39.74759	6.29	1.597
204.95229	-40.05171	5.61	1.301
204.97191	-53.46639	2.29	-0.171
204.99920	-49.94996	5.74	1.496
205.04461	-64.57655	5.79	0.401
205.06491	31.01204	6.21	0.963
205.08910	57.20761	6.28	0.111
205.09680	50.51941	6.31	0.537
205.16282	28.06516	6.22	1.311
205.16862	19.95572	5.73	0.017
205.18447	54.68163	4.63	1.630
205.23116	-85.78604	5.56	0.183
205.25978	22.49577	5.63	1.009
205.37455	64.82241	5.85	0.073
205.40324	-8.70298	5.03	1.623
205.43655	-54.55943	4.99	-0.055
205.50453	-58.78708	5.38	-0.029
205.55317	8.38839	6.16	0.418
205.59623	82.75241	5.92	0.993
205.62003	41.67428	6.30	0.879
205.66334	78.06444	5.91	1.000
205.68096	34.98902	5.98	0.857
205.72764	-50.79024	6.43	1.671
205.72926	-41.40104	5.96	1.019
205.73379	-56.76797	6.00	-0.096
205.76547	3.53790	5.35	1.091
205.91702	-42.06752	5.96	-0.075
205.93818	22.70042	6.12	1.447
205.97824	52.06441	6.02	0.017
206.06667	-51.01245	6.44	-0.106
206.12428	-16.17907	5.55	0.805
206.19027	-25.50093	6.21	1.374
206.30505	55.87935	6.47	0.486
206.30598	10.32531	6.42	1.226
206.39612	-15.76747	6.18	0.046
206.40371	-26.11601	5.81	0.023
206.42186	-33.04372	4.23	0.390
206.48466	-12.42653	5.50	0.898
206.55644	41.08875	5.88	0.211
206.56046	-54.68337	6.42	0.116
206.57943	38.50363	5.92	0.948
206.64857	54.43268	5.68	-0.039
206.66408	-51.43277	4.64	0.955
206.68051	25.70224	5.97	0.523
206.73480	-36.25193	5.15	-0.007
206.73801	6.35038	6.33	0.630
206.74906	38.54270	5.51	1.036
206.79527	-62.58971	6.40	
206.80585	-9.70946	6.04	1.418
206.81560	17.45691	4.50	0.508
206.85580	-17.85984	5.41	1.623
206.86516	-50.24929	5.92	0.279
206.88516	49.31327	1.85	-0.099
206.91059	-50.32068	5.46	1.351
207.16140	31.19021	5.61	1.032
207.36134	-34.45078	4.19	1.520
207.36934	15.79790	4.05	1.520
207.37615	-41.68771	3.41	-0.225
207.40412	-42.47373	3.47	-0.170
207.42847	21.26411	4.92	1.432
207.43719	36.63282	6.43	0.256
207.43960	61.48931	5.97	0.974
207.46785	-18.13417	4.96	1.059
207.52712	-29.08132	6.19	-0.009
207.58082	-39.90086	6.43	0.992
207.60283	5.49722	6.00	0.899
207.61560	58.53946	6.45	0.094
207.74633	68.31530	6.39	1.179
207.78840	34.66440	5.89	1.635
207.83470	-24.39037	6.43	0.703
207.85808	64.72327	4.58	1.572
207.90207	-36.43328	6.34	0.484
207.94674	-46.89867	5.77	-0.153
207.94763	-69.40126	5.73	1.704
207.94781	34.44424	4.76	1.611
207.95667	-32.99409	4.32	-0.146
208.00406	-31.61921	6.11	0.478
208.02026	-52.81153	5.26	-0.084
208.07669	12.16514	6.10	0.042
208.28515	40.33798	6.48	1.550
208.29284	28.64813	5.91	0.202
208.30225	-31.92761	4.75	-0.111
208.30388	17.93287	5.71	0.845
208.38650	-35.66425	5.53	0.444
208.42956	-53.37332	5.87	0.009
208.46256	53.72868	5.70	-0.032
208.46692	-35.31436	6.17	1.009
208.48850	-47.12816	5.83	-0.053
208.56933	-28.56959	6.05	1.129
208.67116	18.39772	2.68	0.580
208.67561	-1.50312	5.16	1.093
208.70463	-67.65210	5.74	1.490
208.74251	-8.05885	6.19	0.530
208.80059	-52.16082	5.66	-0.072
208.88494	-47.28838	2.55	-0.176
208.91198	-82.66619	5.95	1.411
208.95831	14.05650	6.16	0.518
209.04358	32.03260	6.31	0.401
209.08240	-46.59295	5.82	1.140
209.08319	-54.13242	6.14	0.071
209.11615	1.05058	5.90	0.217
209.13727	-54.70466	6.00	0.780
209.14242	27.49208	5.02	1.441
209.36552	-23.02263	6.14	1.426
209.38357	61.49286	6.49	1.040
209.41202	-63.68670	4.71	1.075
209.49531	-25.99808	6.42	1.274
209.56778	-42.10075	3.83	-0.224
209.62977	-24.97225	5.20	-0.086
209.63017	-65.80066	6.20	1.043
209.66218	21.69622	5.76	-0.002
209.66628	14.64927	6.01	1.430
209.66978	-44.80358	3.87	-0.208
209.82284	-50.36965	5.92	0.957
209.95533	-3.54979	6.36	0.486
210.00050	-25.01040	5.77	0.480
210.07246	-61.48103	6.49	0.333
210.13672	-78.58998	6.09	0.007
210.21853	-66.26891	5.96	0.352
210.29367	27.38659	6.23	0.193
210.32941	-40.22194	6.12	1.265
210.33512	8.89491	5.98	0.089
210.40338	17.66839	6.36	1.215
210.41164	1.54453	4.23	0.121
210.43123	-45.60342	4.34	0.598
210.46104	68.67867	6.34	1.412
210.55079	45.75346	6.28	1.353
210.59492	-27.42977	5.47	1.331
210.63269	9.68610	6.18	0.853
210.74899	50.97181	6.16	0.026
210.75718	-31.68404	6.18	0.480
210.76695	-17.36701	6.32	1.380
210.86044	-56.21343	5.93	1.207
210.86445	-41.42334	6.08	-0.112
210.88480	10.78678	6.27	0.733
210.90319	7.54617	6.25	0.927
210.95585	-60.37304	0.61	-0.231
210.97121	-22.42160	6.30	0.452
210.98232	4.90097	6.24	0.406
211.06067	-5.38142	6.39	1.321
211.09729	64.37585	3.67	-0.049
211.11242	-14.97171	6.35	1.081
211.15595	2.29753	6.28	1.022
211.33283	-76.79675	5.69	1.239
211.44366	-54.66936	6.20	0.225
211.51153	-41.17963	4.36	-0.198
211.54544	-43.09170	6.18	0.986
211.59290	-26.68236	3.25	1.091
211.60482	-59.71591	6.39	0.079
211.67062	-36.36995	2.06	1.011
211.67843	-9.31352	5.46	0.347
211.73486	74.59378	6.43	0.160
211.92003	-48.70403	6.43	0.001
211.92302	-49.86761	6.45	0.660
211.98232	43.85445	5.13	1.493
212.05957	-63.20795	6.39	1.013
212.07209	49.45817	5.26	1.637
212.11319	-74.85029	6.02	0.581
212.19186	59.33765	6.47	1.023
212.21220	77.54751	4.80	1.368
212.21620	-43.47078	6.19	-0.056
212.23438	-59.27671	6.34	0.031
212.25247	-10.33455	6.45	1.003
212.39597	-51.50467	5.96	-0.053
212.47840	-53.43895	4.74	0.938
212.59972	25.09168	4.82	0.541
212.62875	-70.30546	6.07	1.718
212.71036	-16.30203	4.93	1.684
212.75783	-69.71932	6.07	0.190
212.81301	32.29589	6.14	1.258
212.88001	1.36240	6.42	0.479
213.01671	69.43255	5.18	1.595
213.06585	2.40943	4.99	-0.118
213.10236	-24.36335	6.35	1.351
213.19177	-27.26119	5.07	1.130
213.22394	-10.27370	4.18	1.323
213.30523	-26.61231	6.23	1.071
213.31837	-53.66567	5.53	1.438
213.37087	51.78996	4.53	0.233
213.41594	-54.62563	6.09	0.051
213.41996	-0.84546	5.89	0.489
213.52158	12.95944	5.53	0.537
213.58878	-5.94772	6.36	0.593
213.59811	41.51876	6.23	1.071
213.64836	13.97545	6.45	1.348
213.67068	21.87339	6.38	0.194
213.67775	-41.83749	5.61	0.929
213.71187	10.10061	5.29	1.007
213.72091	3.33588	6.41	1.600
213.73808	-57.08613	5.03	-0.074
213.75522	-29.28190	6.10	0.040
213.83879	-53.50994	6.40	1.576
213.85035	-18.20069	5.53	0.001
213.91119	-45.00076	6.31	0.596
213.91530	19.18241	-0.05	1.239
214.00362	-6.00055	4.07	0.511
214.04137	51.36723	4.75	0.236
214.08909	-6.62154	6.44	0.275
214.09591	46.08831	4.18	0.087
214.10114	39.74471	6.38	0.376
214.12569	-3.19630	6.15	-0.007
214.13685	20.12185	6.25	0.504
214.16131	-66.58789	5.72	-0.095
214.20306	-8.88447	6.47	1.212
214.22979	-77.66422	6.48	1.375
214.26579	-18.58570	6.22	0.985
214.33808	51.30737	6.19	0.070
214.36855	15.26338	5.84	1.678
214.45500	48.00200	6.32	0.466
214.49925	35.50951	4.80	1.057
214.50303	-7.54239	6.47	0.723
214.55790	-81.00776	4.89	0.243
214.65940	-18.71597	5.86	0.013
214.73295	54.86375	6.47	0.183
214.75373	-25.81543	5.87	0.518
214.77746	-13.37109	4.52	0.128
214.77982	-27.14115	6.35	1.591
214.81783	13.00430	5.41	0.385
214.84950	-37.00291	5.93	0.082
214.85092	-46.05809	3.55	-0.184
214.88533	-2.26552	5.14	1.023
214.92063	0.38433	6.18	0.201
214.93848	16.30695	4.84	1.228
214.94891	38.79405	6.33	0.053
214.96460	-61.27297	5.22	0.281
214.97167	-6.74617	6.42	0.915
215.03611	30.42913	6.45	0.156
215.04043	-43.05884	5.55	0.907
215.08143	-56.38650	4.30	0.082
215.13930	-37.88529	4.05	-0.030
215.17742	-45.18706	4.78	0.310
215.58216	-34.78679	5.57	-0.088
215.59650	-80.10895	5.06	-0.108
215.65446	-58.45912	4.76	0.795
215.66131	-48.31986	6.10	-0.130
215.75933	-39.51182	4.41	-0.185
215.77406	-27.75402	4.78	1.300
215.77842	25.33817	6.22	0.411
215.81369	1.24157	6.25	0.639
215.81397	-47.41696	6.41	1.257
215.83439	-50.77225	6.03	1.360
215.84457	8.44662	4.86	0.010
215.85678	-11.71404	6.22	0.990
215.95242	-53.17623	5.99	1.099
216.00365	8.24397	5.94	0.066
216.00825	27.41318	6.39	1.609
216.04727	5.82013	5.10	0.124
216.07612	8.08459	6.19	1.208
216.09196	-82.84825	6.42	-0.001
216.17005	-44.31113	6.43	1.047
216.17022	-11.66970	6.49	0.417
216.20261	-24.80631	5.34	0.962
216.27636	-68.19533	5.56	0.435
216.29915	51.85074	4.04	0.497
216.32330	-13.35316	6.49	1.223
216.37147	38.39305	6.28	1.225
216.41559	-66.17292	6.36	0.128
216.44904	-26.85224	6.48	0.941
216.53427	-45.22142	4.56	-0.147
216.54505	-45.37928	4.33	0.434
216.55602	-42.31860	6.33	1.215
216.61402	19.22690	5.40	0.231
216.70781	-39.87399	6.36	-0.088
216.73014	-83.66788	4.31	1.300
216.77953	-65.82165	5.87	1.502
216.80071	-46.13425	5.83	0.311
216.85162	-6.12033	6.18	0.093
216.88143	75.69599	4.25	1.431
217.04344	-29.49164	4.97	-0.074
217.05058	-2.22796	4.81	0.693
217.06850	36.19703	6.22	1.174
217.15755	49.84485	5.58	0.864
217.17384	-6.90054	5.42	1.490
217.18124	-59.19755	6.46	0.111
217.21628	-47.99209	6.40	-0.112
217.40337	41.79591	6.36	0.702
217.40418	-76.72908	6.06	1.180
217.45696	31.79119	6.06	-0.013
217.46049	0.82893	5.96	0.159
217.53595	-45.32136	5.51	-0.087
217.58728	-49.51902	5.38	0.056
217.68912	4.77229	6.01	1.421
217.69196	63.18579	6.10	0.428
217.73591	-40.84512	6.39	1.441
217.79517	-38.86971	5.99	1.060
217.81851	-67.71720	5.84	1.006
217.92838	60.22564	6.26	0.243
217.95746	30.37144	3.57	1.298
218.01947	38.30825	3.04	0.191
218.08428	26.67728	6.00	0.230
218.12890	55.39801	5.74	1.529
218.13559	22.26006	5.91	0.391
218.15440	-50.45716	4.44	-0.177
218.29021	-30.71507	6.07	1.030
218.33446	36.95902	6.39	0.521
218.37486	-52.67952	5.86	1.085
218.38490	-54.99863	5.86	0.482
218.40956	79.66043	6.27	1.315
218.54878	32.53448	6.32	0.450
218.56639	57.06526	6.46	0.526
218.66042	36.62606	6.02	1.379
218.66509	49.36835	5.74	1.560
218.67007	29.74513	4.47	0.364
218.71137	-20.43938	6.49	0.139
218.82102	-60.01564	6.39	1.256
218.87677	-42.15782	2.33	-0.157
218.88117	-41.51744	5.88	-0.085
219.02864	23.25036	6.39	1.063
219.07929	-46.24545	5.55	1.489
219.10043	-39.59741	6.13	1.048
219.18389	-40.21158	5.74	-0.112
219.24907	-12.30535	6.20	0.464
219.30174	-53.06079	6.49	1.447
219.33397	-46.13344	5.39	0.927
219.36862	2.27724	6.45	0.560
219.44273	-67.93201	6.03	0.506
219.47178	-49.42583	4.05	-0.152
219.55245	43.64213	5.74	1.481
219.55828	18.29838	5.90	1.099
219.56343	54.02334	5.83	0.007
219.58070	-38.79418	6.04	1.422
219.70927	44.40450	5.39	0.030
219.79519	-46.58448	6.06	0.508
219.85198	-49.05532	6.37	0.440
219.89617	-60.83716	1.35	0.900
219.90207	-60.83397	-0.01	0.710
220.09114	21.97587	6.13	0.434
220.13650	-56.44076	6.30	1.173
220.17664	13.53433	5.93	0.238
220.18153	16.41832	4.49	-0.002
220.25579	-36.13486	5.67	-0.081
220.28730	13.72830	3.78	0.044
220.41146	8.16176	4.86	0.992
220.43134	11.66066	5.55	0.941
220.46349	-30.93316	6.38	-0.083
220.47597	21.12355	6.40	0.928
220.48232	-47.38820	2.30	-0.154
220.48325	-58.61583	6.21	0.454
220.48996	-37.79350	4.01	-0.157
220.49878	-77.01145	6.34	-0.027
220.51354	61.26192	6.24	0.409
220.62675	-64.97514	3.18	0.256
220.76510	-5.65821	3.87	0.385
220.80647	-24.99775	5.70	0.006
220.85568	26.52785	4.80	1.672
220.86725	-62.96667	6.39	-0.086
220.91433	-35.17366	4.06	1.356
220.93514	40.45925	5.72	1.398
221.23114	-58.47749	6.10	1.013
221.24668	-35.19183	4.92	0.013
221.24674	27.07422	2.35	0.966
221.29566	-55.60164	6.10	-0.066
221.29878	-1.41753	6.06	1.608
221.30713	32.78835	6.27	1.610
221.31025	16.96428	4.60	0.972
221.32224	-62.87565	5.36	0.308
221.32845	-51.31493	6.44	1.591
221.33575	18.88496	6.15	0.841
221.37586	0.71727	5.68	-0.021
221.49065	-15.45954	6.33	1.194
221.50033	-25.44318	5.15	0.315
221.52477	15.13179	5.78	1.335
221.52820	-23.15302	5.80	0.980
221.54534	-21.17597	6.43	0.603
221.56218	1.89289	3.73	-0.005
221.62081	-47.44112	5.74	0.066
221.75539	-52.38352	5.22	0.984
221.77124	-38.29064	5.90	1.336
221.80244	-52.20526	6.07	0.084
221.80687	-21.32487	6.05	1.649
221.84398	-25.62427	5.61	-0.043
221.88373	-43.55681	6.30	1.068
221.93669	-26.08750	5.23	0.938
221.96545	-79.04475	3.83	1.433
221.97896	-12.84001	6.34	1.097
221.98982	-26.64615	5.76	-0.007
222.09727	24.36688	6.15	0.506
222.15853	-36.63470	5.89	1.369
222.18563	-66.59356	5.91	-0.106
222.22539	-0.84765	6.15	-0.025
222.27810	37.81118	6.15	0.389
222.27940	-56.66783	6.21	1.107
222.32779	46.11621	5.76	0.482
222.32810	-24.25147	5.68	1.275
222.32938	-14.14902	5.32	0.066
222.38492	51.37450	6.49	0.401
222.42206	48.72080	5.68	0.501
222.49333	28.61583	5.80	0.046
222.56588	23.91184	5.86	0.576
222.57212	-27.96037	4.42	1.366
222.58509	82.51194	5.63	0.671
222.62353	37.27205	5.47	1.030
222.67159	-15.99724	5.15	0.401
222.67636	74.15550	2.07	1.465
222.71964	-16.04178	2.75	0.147
222.75040	-0.25749	6.18	1.397
222.75446	-2.29915	4.93	0.988
222.84741	19.10046	4.54	0.720
222.86015	59.29399	5.48	1.369
222.87515	-77.17597	6.44	-0.024
222.90960	-43.57536	4.32	-0.154
222.96377	-18.35532	6.27	1.094
223.13792	-30.57725	6.30	0.605
223.14690	-63.80983	5.91	0.660
223.21281	-37.80316	5.02	-0.155
223.30656	-73.19007	5.59	0.820
223.34728	15.70517	6.41	0.569
223.34903	19.15280	6.00	0.841
223.58387	-24.64220	5.27	1.336
223.59530	-11.89835	5.78	0.982
223.65798	-33.30057	5.85	1.429
223.67742	-65.99110	6.09	-0.061
223.72515	-69.86096	6.38	-0.059
223.89400	-60.11416	5.18	1.161
223.93628	-33.85578	5.32	0.046
223.99414	32.30006	6.12	0.109
224.05513	14.44627	5.90	-0.031
224.07188	-52.80955	5.38	0.142
224.09600	49.62845	5.63	0.533
224.12861	-32.63678	6.06	1.413
224.13356	-47.87920	5.62	-0.035
224.14895	-39.41602	6.36	0.061
224.15974	-62.36442	6.39	-0.055
224.18328	-62.78102	5.08	-0.023
224.19213	-11.40970	5.48	1.491
224.29583	-4.34646	4.47	0.318
224.29866	16.38813	5.72	0.951
224.30712	-29.15768	6.28	-0.011
224.36667	-21.41548	5.72	1.024
224.38855	-0.16761	5.51	1.131
224.39586	65.93246	4.63	1.590
224.47077	-76.66266	5.37	1.442
224.53667	-48.86301	6.34	0.708
224.63303	-43.13396	2.68	-0.184
224.65220	-39.90717	6.17	1.216
224.66356	-27.65731	5.65	0.262
224.71993	-4.98926	6.08	0.509
224.72325	-11.14401	5.88	1.274
224.79035	-42.10419	3.13	-0.208
224.80802	-37.88123	6.45	-0.080
224.84631	4.56776	5.91	1.615
224.86331	-43.15983	6.10	0.597
224.90395	39.26533	5.64	0.336
224.98233	-75.03267	6.20	-0.038
225.04710	-77.16055	5.92	1.052
225.16133	47.27744	6.35	-0.099
225.21782	22.04559	6.29	1.179
225.24312	-8.51894	4.91	0.000
225.30457	-38.05840	5.88	1.246
225.33261	-2.75493	5.52	1.692
225.36289	60.20445	5.91	0.107
225.45383	-0.14030	5.71	1.509
225.46165	-83.22765	5.65	0.962
225.48651	40.39057	3.49	0.956
225.49201	-34.35887	6.21	0.242
225.52681	-28.06061	5.83	0.164
225.52712	25.00814	4.80	1.506
225.53572	-7.57530	6.38	0.180
225.72516	2.09130	4.39	1.026
225.74698	-32.64329	5.45	-0.127
225.77523	35.20580	5.52	1.023
225.94710	47.65406	4.83	0.647
225.99069	65.91971	6.22	0.055
226.01756	-25.28196	3.25	1.674
226.11142	26.94765	4.52	1.240
226.17874	-40.86133	6.29	1.389
226.19551	-83.03831	5.65	1.273
226.20078	-64.03135	5.16	0.935
226.27952	-47.05125	3.91	-0.144
226.32986	-41.06724	5.13	1.011
226.35764	48.15097	5.59	-0.005
226.39127	-30.55086	6.48	0.489
226.51006	-48.88339	6.48	-0.137
226.55805	-36.26460	6.27	1.658
226.56965	54.55632	5.24	0.958
226.61309	-22.03183	6.13	1.040
226.63832	-30.91848	5.97	-0.076
226.64644	36.45606	6.35	0.537
226.65665	-16.25682	5.19	1.589
226.70442	-16.48436	6.41	0.162
226.73321	-52.02978	6.40	-0.109
226.82527	24.86920	4.93	0.429
226.83487	18.44183	6.03	0.073
226.85814	-49.08861	5.77	0.920
226.91801	5.49804	6.16	0.921
226.98396	-61.12867	6.49	0.432
226.98651	-65.27545	6.18	1.470
227.05052	-40.58393	5.75	-0.113
227.08141	50.05495	6.33	1.050
227.09909	26.30115	5.67	1.240
227.14818	25.10864	5.82	1.233
227.16332	-42.86792	5.85	-0.123
227.21090	-45.27986	4.07	-0.162
227.22297	13.23524	6.16	0.967
227.35634	-63.64293	6.25	0.059
227.37464	-67.08413	5.76	0.675
227.53052	-38.79251	5.98	0.867
227.57763	-26.33262	5.75	1.045
227.68512	67.78103	6.18	0.143
227.68643	-61.42232	6.29	0.623
227.78673	-84.78781	5.88	-0.031
227.81658	-55.34603	5.45	1.118
227.89501	-45.27746	6.44	1.039
227.98365	-48.73782	3.88	-0.029
227.99033	-48.74369	5.70	0.144
228.01776	18.97603	5.90	1.414
228.05005	-19.10648	6.49	1.507
228.05538	-19.79171	4.54	-0.071
228.07123	-52.09925	3.41	0.918
228.13002	-48.21899	6.32	1.115
228.14158	-72.77060	6.02	-0.002
228.20662	-44.50041	4.83	-0.177
228.25426	-61.74378	6.27	1.901
228.28192	-36.09143	6.09	-0.081
228.32255	-24.00832	6.47	-0.026
228.32995	-19.64757	6.07	0.124
228.36945	-25.30935	6.47	0.691
228.38279	22.98340	6.31	0.064
228.39826	38.26470	6.19	1.218
228.47214	-26.19357	5.84	1.139
228.49660	-61.34298	6.36	-0.041
228.52518	31.78784	5.98	1.552
228.54296	42.17141	6.12	1.635
228.57990	-70.07948	5.75	3.271
228.62149	29.16429	5.28	0.062
228.64066	-17.76857	6.18	-0.015
228.65550	-31.51912	4.91	0.374
228.65975	67.34672	5.15	0.550
228.71082	-5.50255	6.28	1.473
228.79730	4.93936	5.32	1.092
228.87568	33.31483	3.46	0.961
228.95449	0.37214	5.62	0.181
228.96127	50.93846	6.47	0.854
228.97319	6.46484	6.47	1.308
228.97361	-48.07366	5.96	0.210
229.01676	-41.49116	5.15	0.564
229.04359	-43.48500	6.05	-0.128
229.09588	-22.39942	5.52	1.357
229.15289	-60.90400	5.74	-0.057
229.21579	-47.86454	6.46	0.927
229.22902	-46.20236	6.44	0.514
229.23707	-60.95725	5.04	-0.077
229.25173	-9.38292	2.61	-0.071
229.27454	71.82390	5.02	1.369
229.37854	-58.80121	4.07	0.088
229.41204	-63.61047	4.85	1.260
229.45766	-30.14867	4.35	1.100
229.53924	-41.06116	6.30	0.176
229.60210	20.57278	5.68	0.972
229.60886	-0.46123	5.88	1.507
229.63342	-47.87527	4.27	-0.086
229.67209	-31.20935	6.18	1.205
229.70476	-60.49633	5.43	-0.089
229.72743	-68.67955	2.87	0.014
229.73489	-40.78822	5.59	-0.099
229.82832	1.76541	5.04	0.540
229.87520	32.51490	6.33	0.234
229.88217	-37.09716	6.19	0.959
230.02146	51.95851	5.65	0.122
230.03566	29.61621	5.51	1.015
230.16896	-67.48153	6.27	-0.090
230.17367	44.43438	6.14	0.369
230.18215	71.83402	3.00	0.058
230.19592	-2.41333	6.34	1.062
230.22366	-18.15866	6.16	1.024
230.25574	-15.54834	6.14	0.393
230.25832	0.71534	5.35	1.191
230.27867	24.95802	6.36	1.257
230.28171	-5.82485	5.54	1.047
230.34301	-40.64752	3.22	-0.227
230.39709	-40.74948	6.21	0.068
230.45154	-36.26138	3.57	1.534
230.45240	32.93369	5.38	-0.051
230.45063	-48.31763	5.65	0.639
230.53446	-47.92779	4.99	0.515
230.59683	12.56752	6.29	-0.008
230.65524	62.04708	5.99	-0.033
230.65572	39.58146	5.56	1.626
230.66006	63.34144	5.72	1.315
230.67030	-44.68962	3.37	-0.191
230.75743	-15.13404	6.46	1.603
230.78896	-36.85849	4.54	-0.155
230.79377	-60.65718	5.65	0.489
230.80130	30.28781	4.99	0.577
230.84436	-59.32079	4.48	0.169
230.85408	-46.14042	6.49	0.945
230.93213	-1.02238	6.11	0.264
230.96766	-12.36950	5.72	1.039
231.02132	45.27103	6.07	1.212
231.04954	-10.32227	4.92	0.453
231.12262	37.37717	4.31	0.309
231.18754	-39.71027	5.36	-0.093
231.23239	58.96607	3.29	1.166
231.33424	-38.73362	4.60	0.000
231.44749	15.42804	5.16	1.650
231.47196	19.48071	6.26	0.618
231.56134	-68.30917	5.89	1.000
231.57243	34.33600	5.46	1.410
231.63413	54.02029	6.44	0.079
231.82554	-36.76756	5.46	-0.150
231.88785	-64.53150	5.71	1.646
231.91197	25.10163	6.01	1.654
231.95721	29.10570	3.66	0.319
231.96426	60.67022	5.90	1.441
232.06420	-16.71648	5.64	1.545
232.07956	-88.13301	6.49	0.303
232.11338	-51.59793	6.10	1.067
232.15932	1.84208	5.15	0.245
232.18497	47.20151	6.15	0.100
232.23676	55.19494	6.45	0.079
232.24442	-28.86689	6.43	0.608
232.30048	16.39562	6.38	0.955
232.33030	-38.63500	6.44	0.351
232.33789	62.09953	6.32	1.369
232.35112	-46.73270	5.26	1.731
232.58871	-41.91903	6.23	-0.005
232.59486	31.28593	6.45	0.205
232.65105	-20.72855	6.20	0.192
232.66834	-16.60946	5.82	1.056
232.70492	-71.65414	6.39	-0.112
232.73233	40.83305	5.04	1.589
232.73235	64.20869	5.74	0.976
232.84295	36.61660	6.39	0.529
232.85387	77.34935	5.00	1.545
232.87842	-73.38959	5.40	-0.146
232.93086	-20.16492	6.28	0.220
232.94576	40.89933	4.98	0.086
232.95928	-32.88111	6.49	0.065
233.01744	-38.62254	6.23	0.212
233.04031	16.05617	6.22	-0.038
233.15292	-19.67046	5.50	0.197
233.23009	-16.85284	5.53	-0.148
233.23243	31.35913	4.14	-0.127
233.24141	-1.18640	5.50	1.092
233.28965	-24.49043	6.26	0.330
233.35135	-40.49085	6.40	1.016
233.46961	17.13736	6.49	0.341
233.50711	-40.06643	5.82	1.695
233.54459	-10.06453	4.61	1.000
233.58688	-39.34921	6.36	-0.017
233.61047	-9.18342	5.16	-0.090
233.65550	-28.04698	5.13	1.306
233.67195	26.71469	2.22	0.032
233.70061	10.53887	3.80	0.268
233.78520	-41.16676	2.80	-0.216
233.81216	39.01007	5.14	1.650
233.81750	53.92214	5.97	1.184
233.88158	-14.78954	3.91	1.007
233.88846	17.65556	6.10	0.975
233.95498	38.37393	6.30	1.306
233.97187	-44.95839	4.55	-0.175
233.97237	11.26566	6.04	1.125
233.98766	54.63057	5.77	0.051
234.04735	-33.09281	6.26	-0.070
234.05042	-44.39682	5.44	1.497
234.12183	16.11908	5.93	0.354
234.12325	10.01018	5.26	0.925
234.18009	-66.31704	4.11	1.161
234.22262	29.99118	6.46	0.433
234.25604	-28.13508	3.60	1.361
234.36874	-26.27986	6.19	-0.013
234.38336	54.50873	5.85	1.098
234.41303	69.28334	5.65	1.371
234.45016	-23.14170	5.79	1.074
234.45666	40.35343	5.25	0.886
234.51336	-42.56735	4.34	1.412
234.56587	-28.20667	6.32	1.176
234.56761	46.79775	5.76	0.353
234.56784	-21.01633	5.82	1.077
234.64248	50.42328	5.84	0.847
234.66404	-29.77775	3.66	-0.177
234.66701	-8.79149	6.45	0.505
234.67575	-39.12773	6.05	0.204
234.70355	34.67504	6.12	1.039
234.70613	-52.37269	5.43	0.005
234.72733	-19.30189	5.36	0.883
234.78966	57.92443	6.45	1.102
